OTU_ID,Short_name,Short_name,Taxonomy,Domain,Phylum,Class,Order,Family,Genus
OTU683,(o__MPNO01) g__NG_54,(o__MPNO01) g__NG_54, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__NG_54, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA2964,g__NG_54
OTU684,(o__MPNO01) g__WHUE01,(o__MPNO01) g__WHUE01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__WHUE01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA2964,g__WHUE01
OTU685,(o__MPNO01) g__WLWZ01,(o__MPNO01) g__WLWZ01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__WLWZ01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA2964,g__WLWZ01
OTU686,(o__MPNO01) unclassified,(o__MPNO01) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA2964,unclassified
OTU687,(o__MPNO01) g__NG_36,(o__MPNO01) g__NG_36, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA830;g__NG_36, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA830,g__NG_36
OTU688,(o__MPNO01) g__NG_55,(o__MPNO01) g__NG_55, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA830;g__NG_55, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA830,g__NG_55
OTU689,(o__MPNO01) g__UBA830,(o__MPNO01) g__UBA830, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA830;g__UBA830, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA830,g__UBA830
OTU690,(o__MPNO01) unclassified,(o__MPNO01) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA830;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA830,unclassified
OTU691,(o__MPNO01) g__,(o__MPNO01) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,unclassified,g__
OTU692,(o__Parvibaculales) unclassified,(o__Parvibaculales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,unclassified
OTU693,(o__Parvibaculales) g__renamed_03,(o__Parvibaculales) g__renamed_03, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__renamed_03;g__renamed_03, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__renamed_03,g__renamed_03
OTU694,(o__Parvibaculales) g__Micropelagos,(o__Parvibaculales) g__Micropelagos, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__RS24,g__Micropelagos
OTU695,(o__Parvibaculales) g__NG_42,(o__Parvibaculales) g__NG_42, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__NG_42, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__RS24,g__NG_42
OTU696,(o__Parvibaculales) g__NG_43,(o__Parvibaculales) g__NG_43, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__NG_43, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__RS24,g__NG_43
OTU697,(o__Parvibaculales) g__UBA7378,(o__Parvibaculales) g__UBA7378, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__RS24,g__UBA7378
OTU698,(o__Parvibaculales) g__UBA8337,(o__Parvibaculales) g__UBA8337, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA8337, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__RS24,g__UBA8337
OTU699,(o__Parvibaculales) unclassified,(o__Parvibaculales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__RS24,unclassified
OTU700,(o__Parvibaculales) g__,(o__Parvibaculales) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,unclassified,g__
OTU701,(o__Pelagibacterales) g__CABYIR01,(o__Pelagibacterales) g__CABYIR01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__CABYIR01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__AG-422-B15,g__CABYIR01
OTU702,(o__Pelagibacterales) unclassified,(o__Pelagibacterales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__AG-422-B15,unclassified
OTU703,(o__Pelagibacterales) g__CACNRH01,(o__Pelagibacterales) g__CACNRH01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__CACNRH01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__CACNRH01
OTU704,(o__Pelagibacterales) g__Fonsibacter,(o__Pelagibacterales) g__Fonsibacter, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__Fonsibacter
OTU705,(o__Pelagibacterales) g__GCA-2704625,(o__Pelagibacterales) g__GCA-2704625, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__GCA-2704625
OTU706,(o__Pelagibacterales) g__HIMB114,(o__Pelagibacterales) g__HIMB114, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__HIMB114, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__HIMB114
OTU707,(o__Pelagibacterales) g__IMCC9063,(o__Pelagibacterales) g__IMCC9063, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__IMCC9063, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__IMCC9063
OTU708,(o__Pelagibacterales) g__MED727,(o__Pelagibacterales) g__MED727, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__MED727
OTU709,(o__Pelagibacterales) g__NG_56,(o__Pelagibacterales) g__NG_56, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__NG_56, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__NG_56
OTU710,(o__Pelagibacterales) g__NG_57,(o__Pelagibacterales) g__NG_57, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__NG_57, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__NG_57
OTU711,(o__Pelagibacterales) g__Pelagibacter,(o__Pelagibacterales) g__Pelagibacter, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__Pelagibacter
OTU712,(o__Pelagibacterales) g__Pelagibacter_A,(o__Pelagibacterales) g__Pelagibacter_A, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__Pelagibacter_A
OTU713,(o__Pelagibacterales) g__SYDM01,(o__Pelagibacterales) g__SYDM01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__SYDM01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__SYDM01
OTU714,(o__Pelagibacterales) g__TMED170,(o__Pelagibacterales) g__TMED170, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__TMED170, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__TMED170
OTU715,(o__Pelagibacterales) unclassified,(o__Pelagibacterales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,unclassified
OTU716,(o__Pelagibacterales) g__,(o__Pelagibacterales) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,unclassified,g__
OTU717,(o__Puniceispirillales) g__AAA536-G10,(o__Puniceispirillales) g__AAA536-G10, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__AAA536-G10;g__AAA536-G10, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__AAA536-G10,g__AAA536-G10
OTU718,(o__Puniceispirillales) g__TMED54,(o__Puniceispirillales) g__TMED54, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__AAA536-G10;g__TMED54, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__AAA536-G10,g__TMED54
OTU719,(o__Puniceispirillales) unclassified,(o__Puniceispirillales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__AAA536-G10;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__AAA536-G10,unclassified
OTU720,(o__Puniceispirillales) g__HIMB100,(o__Puniceispirillales) g__HIMB100, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__HIMB100, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__HIMB100
OTU721,(o__Puniceispirillales) g__JADHLI01,(o__Puniceispirillales) g__JADHLI01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__JADHLI01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__JADHLI01
OTU722,(o__Puniceispirillales) g__JADHLK01,(o__Puniceispirillales) g__JADHLK01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__JADHLK01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__JADHLK01
OTU723,(o__Puniceispirillales) g__MED-G116,(o__Puniceispirillales) g__MED-G116, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__MED-G116, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__MED-G116
OTU724,(o__Puniceispirillales) g__NG_27,(o__Puniceispirillales) g__NG_27, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__NG_27, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__NG_27
OTU725,(o__Puniceispirillales) g__Puniceispirillum,(o__Puniceispirillales) g__Puniceispirillum, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__Puniceispirillum, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__Puniceispirillum
OTU726,(o__Puniceispirillales) g__UBA3439,(o__Puniceispirillales) g__UBA3439, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA3439, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__UBA3439
OTU727,(o__Puniceispirillales) g__UBA5951,(o__Puniceispirillales) g__UBA5951, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA5951, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__UBA5951
OTU728,(o__Puniceispirillales) g__UBA685,(o__Puniceispirillales) g__UBA685, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA685, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__UBA685
OTU729,(o__Puniceispirillales) g__UBA8309,(o__Puniceispirillales) g__UBA8309, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__UBA8309
OTU730,(o__Puniceispirillales) g__WTJO01,(o__Puniceispirillales) g__WTJO01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__WTJO01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,g__WTJO01
OTU731,(o__Puniceispirillales) unclassified,(o__Puniceispirillales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,unclassified
OTU732,(o__Puniceispirillales) g__renamed_04,(o__Puniceispirillales) g__renamed_04, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__renamed_04;g__renamed_04, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__renamed_04,g__renamed_04
OTU733,(o__Puniceispirillales) g__NG_26,(o__Puniceispirillales) g__NG_26, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__NG_26, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__UBA1172,g__NG_26
OTU734,(o__Puniceispirillales) g__UBA1172,(o__Puniceispirillales) g__UBA1172, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__UBA1172,g__UBA1172
OTU735,(o__Puniceispirillales) g__UBA12202,(o__Puniceispirillales) g__UBA12202, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__UBA1172,g__UBA12202
OTU736,(o__Puniceispirillales) unclassified,(o__Puniceispirillales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__UBA1172,unclassified
OTU737,(o__Puniceispirillales) g__,(o__Puniceispirillales) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,unclassified,g__
OTU738,(o__renamed_02) g__renamed_02,(o__renamed_02) g__renamed_02, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__renamed_02;f__renamed_02;g__renamed_02, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__renamed_02,f__renamed_02,g__renamed_02
OTU739,(o__Reyranellales) g__Reyranella,(o__Reyranellales) g__Reyranella, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella
OTU740,(o__Reyranellales) unclassified,(o__Reyranellales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,unclassified
OTU741,(o__Rhizobiales) g__28-YEA-48,(o__Rhizobiales) g__28-YEA-48, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__28-YEA-48, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__28-YEA-48
OTU742,(o__Rhizobiales) g__Methylobacterium,(o__Rhizobiales) g__Methylobacterium, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium
OTU743,(o__Rhizobiales) unclassified,(o__Rhizobiales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,unclassified
OTU744,(o__Rhizobiales) g__Hyphomicrobium,(o__Rhizobiales) g__Hyphomicrobium, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium
OTU745,(o__Rhizobiales) unclassified,(o__Rhizobiales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,unclassified
OTU746,(o__Rhizobiales) g__Agrobacterium,(o__Rhizobiales) g__Agrobacterium, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium
OTU747,(o__Rhizobiales) g__Chelativorans,(o__Rhizobiales) g__Chelativorans, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Chelativorans, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Chelativorans
OTU748,(o__Rhizobiales) g__Shinella,(o__Rhizobiales) g__Shinella, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Shinella
OTU749,(o__Rhizobiales) unclassified,(o__Rhizobiales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,unclassified
OTU750,(o__Rhizobiales) g__Roseibium,(o__Rhizobiales) g__Roseibium, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Roseibium, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Roseibium
OTU751,(o__Rhizobiales) unclassified,(o__Rhizobiales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,unclassified
OTU752,(o__Rhizobiales) unclassified,(o__Rhizobiales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,unclassified
OTU753,(o__Rhizobiales) g__,(o__Rhizobiales) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,unclassified,g__
OTU754,(o__Rhizobiales_A) g__Ochrobactrum,(o__Rhizobiales_A) g__Ochrobactrum, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Ochrobactrum, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A,f__Rhizobiaceae_A,g__Ochrobactrum
OTU755,(o__Rhizobiales_A) unclassified,(o__Rhizobiales_A) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A,f__Rhizobiaceae_A,unclassified
OTU756,(o__Rhizobiales_B) g__MED-G09,(o__Rhizobiales_B) g__MED-G09, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_B,f__MED-G09,g__MED-G09
OTU757,(o__Rhizobiales_B) unclassified,(o__Rhizobiales_B) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_B,f__MED-G09,unclassified
OTU758,(o__Rhizobiales_B) g__TMED25,(o__Rhizobiales_B) g__TMED25, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__TMED25;g__TMED25, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_B,f__TMED25,g__TMED25
OTU759,(o__Rhizobiales_B) unclassified,(o__Rhizobiales_B) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__TMED25;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_B,f__TMED25,unclassified
OTU760,(o__Rhizobiales_B) g__,(o__Rhizobiales_B) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_B,unclassified,g__
