OTU_ID,Short_name,Short_name,Taxonomy,Domain,Phylum,Class,Order,Family,Genus
OTU585,(o__UBA9983_A) g__WO2-35-19,(o__UBA9983_A) g__WO2-35-19, d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae_A;g__WO2-35-19, d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983_A,f__Zambryskibacteraceae_A,g__WO2-35-19
OTU586,(o__UBA9983_A) g__,(o__UBA9983_A) g__, d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;unclassified;, d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983_A,unclassified,g__
OTU587,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Patescibacteria;c__Paceibacteria;unclassified;, d__Bacteria,p__Patescibacteria,c__Paceibacteria,unclassified,,g__
OTU588,(o__Saccharimonadales) g__EFPC-124,(o__Saccharimonadales) g__EFPC-124, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__EFPC-124;g__EFPC-124, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__EFPC-124,g__EFPC-124
OTU589,(o__Saccharimonadales) g__JACOTW01,(o__Saccharimonadales) g__JACOTW01, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__JACDFO01;g__JACOTW01, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__JACDFO01,g__JACOTW01
OTU590,(o__Saccharimonadales) unclassified,(o__Saccharimonadales) unclassified, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__JACDFO01;unclassified, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__JACDFO01,unclassified
OTU591,(o__Saccharimonadales) unclassified,(o__Saccharimonadales) unclassified, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;unclassified, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Nanosyncoccaceae,unclassified
OTU592,(o__Saccharimonadales) g__Saccharimonas,(o__Saccharimonadales) g__Saccharimonas, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__Saccharimonas
OTU593,(o__Saccharimonadales) unclassified,(o__Saccharimonadales) unclassified, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;unclassified, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,unclassified
OTU594,(o__Saccharimonadales) unclassified,(o__Saccharimonadales) unclassified, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;unclassified, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__SZUA-47,unclassified
OTU595,(o__Saccharimonadales) g__UBA1020,(o__Saccharimonadales) g__UBA1020, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1020;g__UBA1020, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA1020,g__UBA1020
OTU596,(o__Saccharimonadales) unclassified,(o__Saccharimonadales) unclassified, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;unclassified, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA10212,unclassified
OTU597,(o__Saccharimonadales) g__UBA1547,(o__Saccharimonadales) g__UBA1547, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA1547,g__UBA1547
OTU598,(o__Saccharimonadales) g__UBA6022,(o__Saccharimonadales) g__UBA6022, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA6022, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA1547,g__UBA6022
OTU599,(o__Saccharimonadales) g__UBA6175,(o__Saccharimonadales) g__UBA6175, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA6175, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA1547,g__UBA6175
OTU600,(o__Saccharimonadales) unclassified,(o__Saccharimonadales) unclassified, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;unclassified, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA1547,unclassified
OTU601,(o__Saccharimonadales) g__GCA-2746885,(o__Saccharimonadales) g__GCA-2746885, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,g__GCA-2746885
OTU602,(o__Saccharimonadales) g__PMNU01,(o__Saccharimonadales) g__PMNU01, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,g__PMNU01
OTU603,(o__Saccharimonadales) g__UBA4665,(o__Saccharimonadales) g__UBA4665, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA4665, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,g__UBA4665
OTU604,(o__Saccharimonadales) g__UBA5150,(o__Saccharimonadales) g__UBA5150, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA5150, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,g__UBA5150
OTU605,(o__Saccharimonadales) unclassified,(o__Saccharimonadales) unclassified, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;unclassified, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,unclassified
OTU606,(o__Saccharimonadales) g__,(o__Saccharimonadales) g__, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;unclassified;, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,unclassified,g__
OTU607,(o__UBA4664) g__,(o__UBA4664) g__, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;unclassified;, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__UBA4664,unclassified,g__
OTU608,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Patescibacteria;c__Saccharimonadia;unclassified;, d__Bacteria,p__Patescibacteria,c__Saccharimonadia,unclassified,,g__
OTU609,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Patescibacteria;c__UBA1384;unclassified;, d__Bacteria,p__Patescibacteria,c__UBA1384,unclassified,,g__
OTU610,(o__UBA101185) unclassified,(o__UBA101185) unclassified, d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;unclassified, d__Bacteria,p__Patescibacteria,c__WWE3,o__UBA101185,f__UBA10185,unclassified
OTU611,(o__UBA101185) g__,(o__UBA101185) g__, d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;unclassified;, d__Bacteria,p__Patescibacteria,c__WWE3,o__UBA101185,unclassified,g__
OTU612,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Patescibacteria;c__WWE3;unclassified;, d__Bacteria,p__Patescibacteria,c__WWE3,unclassified,,g__
OTU613,(o__) g__,(o__) g__, d__Bacteria;p__Patescibacteria;unclassified;, d__Bacteria,p__Patescibacteria,unclassified,o__,,g__
OTU614,(o__Phycisphaerales) g__,(o__Phycisphaerales) g__, d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;unclassified;, d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,unclassified,g__
OTU615,(o__Sedimentisphaerales) g__,(o__Sedimentisphaerales) g__, d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;unclassified;, d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,unclassified,g__
OTU616,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Planctomycetota;c__Phycisphaerae;unclassified;, d__Bacteria,p__Planctomycetota,c__Phycisphaerae,unclassified,,g__
OTU617,(o__Pirellulales) g__Rubripirellula,(o__Pirellulales) g__Rubripirellula, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Rubripirellula
OTU618,(o__Pirellulales) g__UBA721,(o__Pirellulales) g__UBA721, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__UBA721, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__UBA721
OTU619,(o__Pirellulales) unclassified,(o__Pirellulales) unclassified, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;unclassified, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,unclassified
OTU620,(o__Pirellulales) g__M30B53,(o__Pirellulales) g__M30B53, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__M30B53, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__UBA1268,g__M30B53
OTU621,(o__Pirellulales) g__UBA1268,(o__Pirellulales) g__UBA1268, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__UBA1268, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__UBA1268,g__UBA1268
OTU622,(o__Pirellulales) unclassified,(o__Pirellulales) unclassified, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;unclassified, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__UBA1268,unclassified
OTU623,(o__Pirellulales) g__,(o__Pirellulales) g__, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;unclassified;, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,unclassified,g__
OTU624,(o__Planctomycetales) g__JABMPE01,(o__Planctomycetales) g__JABMPE01, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABMPE01, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__JABMPE01
OTU625,(o__Planctomycetales) g__SXXK01,(o__Planctomycetales) g__SXXK01, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__SXXK01
OTU626,(o__Planctomycetales) unclassified,(o__Planctomycetales) unclassified, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;unclassified, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,unclassified
OTU627,(o__Planctomycetales) g__,(o__Planctomycetales) g__, d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;unclassified;, d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Planctomycetales,unclassified,g__
OTU628,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Planctomycetota;c__Planctomycetia;unclassified;, d__Bacteria,p__Planctomycetota,c__Planctomycetia,unclassified,,g__
OTU629,(o__JADGBV01) g__JADGBV01,(o__JADGBV01) g__JADGBV01, d__Bacteria;p__Planctomycetota;c__UBA11346;o__JADGBV01;f__JADGBV01;g__JADGBV01, d__Bacteria,p__Planctomycetota,c__UBA11346,o__JADGBV01,f__JADGBV01,g__JADGBV01
OTU630,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Planctomycetota;c__UBA11346;unclassified;, d__Bacteria,p__Planctomycetota,c__UBA11346,unclassified,,g__
OTU631,(o__UBA1135) g__GCA-2686945,(o__UBA1135) g__GCA-2686945, d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2686945, d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA1135,f__GCA-002686595,g__GCA-2686945
OTU632,(o__UBA1135) g__GCA-2862085,(o__UBA1135) g__GCA-2862085, d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085, d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA1135,f__GCA-002686595,g__GCA-2862085
OTU633,(o__UBA1135) unclassified,(o__UBA1135) unclassified, d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;unclassified, d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA1135,f__GCA-002686595,unclassified
OTU634,(o__UBA1135) g__,(o__UBA1135) g__, d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;unclassified;, d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA1135,unclassified,g__
OTU635,(o__UBA2386) g__GCA-2684655,(o__UBA2386) g__GCA-2684655, d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__GCA-2684655, d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA2386,f__UBA2386,g__GCA-2684655
OTU636,(o__UBA2386) unclassified,(o__UBA2386) unclassified, d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;unclassified, d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA2386,f__UBA2386,unclassified
OTU637,(o__UBA2386) g__,(o__UBA2386) g__, d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;unclassified;, d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA2386,unclassified,g__
OTU638,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Planctomycetota;c__UBA1135;unclassified;, d__Bacteria,p__Planctomycetota,c__UBA1135,unclassified,,g__
OTU639,(o__UBA1146) g__JAFMMO01,(o__UBA1146) g__JAFMMO01, d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA1146;f__UBA1146;g__JAFMMO01, d__Bacteria,p__Planctomycetota,c__UBA8108,o__UBA1146,f__UBA1146,g__JAFMMO01
OTU640,(o__UBA1146) unclassified,(o__UBA1146) unclassified, d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA1146;f__UBA1146;unclassified, d__Bacteria,p__Planctomycetota,c__UBA8108,o__UBA1146,f__UBA1146,unclassified
OTU641,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Planctomycetota;c__UBA8108;unclassified;, d__Bacteria,p__Planctomycetota,c__UBA8108,unclassified,,g__
OTU642,(o__) g__,(o__) g__, d__Bacteria;p__Planctomycetota;unclassified;, d__Bacteria,p__Planctomycetota,unclassified,o__,,g__
OTU643,(o__Acetobacterales) unclassified,(o__Acetobacterales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,unclassified
OTU644,(o__ATCC43930) unclassified,(o__ATCC43930) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__ATCC43930,f__Stellaceae,unclassified
OTU645,(o__Azospirillales) g__Niveispirillum,(o__Azospirillales) g__Niveispirillum, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Niveispirillum, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Niveispirillum
OTU646,(o__Azospirillales) unclassified,(o__Azospirillales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,unclassified
OTU647,(o__Bin95) g__NG_28,(o__Bin95) g__NG_28, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin95;f__Bin95;g__NG_28, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Bin95,f__Bin95,g__NG_28
OTU648,(o__Bin95) g__VMCJ01,(o__Bin95) g__VMCJ01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin95;f__Bin95;g__VMCJ01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Bin95,f__Bin95,g__VMCJ01
OTU649,(o__Bin95) unclassified,(o__Bin95) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin95;f__Bin95;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Bin95,f__Bin95,unclassified
OTU650,(o__CADEGL01) g__JABIRQ01,(o__CADEGL01) g__JABIRQ01, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__CADEGL01;f__CADEGL01;g__JABIRQ01, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__CADEGL01,f__CADEGL01,g__JABIRQ01
OTU651,(o__CADEGL01) unclassified,(o__CADEGL01) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__CADEGL01;f__CADEGL01;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__CADEGL01,f__CADEGL01,unclassified
OTU652,(o__Caulobacterales) g__Brevundimonas,(o__Caulobacterales) g__Brevundimonas, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas
OTU653,(o__Caulobacterales) g__Caulobacter,(o__Caulobacterales) g__Caulobacter, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter
OTU654,(o__Caulobacterales) unclassified,(o__Caulobacterales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,unclassified
OTU655,(o__Caulobacterales) g__Henriciella,(o__Caulobacterales) g__Henriciella, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Henriciella
OTU656,(o__Caulobacterales) g__Hyphomonas,(o__Caulobacterales) g__Hyphomonas, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Hyphomonas
OTU657,(o__Caulobacterales) g__Ponticaulis,(o__Caulobacterales) g__Ponticaulis, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Ponticaulis
OTU658,(o__Caulobacterales) g__UBA7672,(o__Caulobacterales) g__UBA7672, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__UBA7672
OTU659,(o__Caulobacterales) unclassified,(o__Caulobacterales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,unclassified
OTU660,(o__Caulobacterales) g__Maricaulis,(o__Caulobacterales) g__Maricaulis, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Maricaulaceae,g__Maricaulis
OTU661,(o__Caulobacterales) unclassified,(o__Caulobacterales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Maricaulaceae,unclassified
OTU662,(o__Caulobacterales) g__,(o__Caulobacterales) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,unclassified,g__
OTU663,(o__Dongiales) unclassified,(o__Dongiales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae,unclassified
OTU664,(o__Ferrovibrionales) g__Ferrovibrio,(o__Ferrovibrionales) g__Ferrovibrio, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Ferrovibrio, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Ferrovibrionales,f__Ferrovibrionaceae,g__Ferrovibrio
OTU665,(o__Ferrovibrionales) unclassified,(o__Ferrovibrionales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Ferrovibrionales,f__Ferrovibrionaceae,unclassified
OTU666,(o__GCA-2731375) g__GCA-2731375,(o__GCA-2731375) g__GCA-2731375, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__GCA-2731375,f__GCA-2731375,g__GCA-2731375
OTU667,(o__GCA-2731375) unclassified,(o__GCA-2731375) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__GCA-2731375,f__GCA-2731375,unclassified
OTU668,(o__HIMB59) g__AG-337-I02,(o__HIMB59) g__AG-337-I02, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__GCA-002718135;g__AG-337-I02, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__HIMB59,f__GCA-002718135,g__AG-337-I02
OTU669,(o__HIMB59) unclassified,(o__HIMB59) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__GCA-002718135;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__HIMB59,f__GCA-002718135,unclassified
OTU670,(o__HIMB59) g__HIMB59,(o__HIMB59) g__HIMB59, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__HIMB59, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__HIMB59,f__HIMB59,g__HIMB59
OTU671,(o__HIMB59) g__,(o__HIMB59) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__HIMB59,unclassified,g__
OTU672,(o__Kiloniellales) g__,(o__Kiloniellales) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Kiloniellales,unclassified,g__
OTU673,(o__Micavibrionales) g__Micavibrio,(o__Micavibrionales) g__Micavibrio, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Micavibrio, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__Micavibrio
OTU674,(o__Micavibrionales) g__TMED27,(o__Micavibrionales) g__TMED27, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__TMED27
OTU675,(o__Micavibrionales) g__UBA1672,(o__Micavibrionales) g__UBA1672, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__UBA1672
OTU676,(o__Micavibrionales) unclassified,(o__Micavibrionales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,unclassified
OTU677,(o__Micavibrionales) g__,(o__Micavibrionales) g__, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;unclassified;, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,unclassified,g__
OTU678,(o__Micropepsales) g__Rhizomicrobium,(o__Micropepsales) g__Rhizomicrobium, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__Rhizomicrobium
OTU679,(o__Micropepsales) unclassified,(o__Micropepsales) unclassified, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,unclassified
OTU680,(o__Minwuiales) g__Minwuia,(o__Minwuiales) g__Minwuia, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Minwuiales;f__Minwuiaceae;g__Minwuia, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Minwuiales,f__Minwuiaceae,g__Minwuia
OTU681,(o__MPNO01) g__GCA-2709075,(o__MPNO01) g__GCA-2709075, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__GCA-2709075, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA2964,g__GCA-2709075
OTU682,(o__MPNO01) g__NG_39,(o__MPNO01) g__NG_39, d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__NG_39, d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__MPNO01,f__UBA2964,g__NG_39
